Test #,Test Name,Test Type,Temp,Unit,Mean,Median,Standard Deviation,Min,Max,,Default Scales?,Process Dependent,Scale (Down),Offset (Down),Scale (Up),Offset (Up),N Sigma (Down),N Sigma (Up),GBD No Scale Min,GBD No Scale Max,GBD Min,GBD Max,EC/QA Low Limit (from tester),EC/QA High Limit (from tester),EC/QA Low Limit (Override),EC/QA High Limit (Override),EC / QA Min (Input),EC / QA Max (Input),GB Type,Tester Accuracy,HW Component Accuracy,T2T Gage or Combined Gage Sigma,B2B Gage Sigma,Correlation Target,Correlation Delta Min,Correlation Delta Max,Insertion Repeatability,Supply Mean Shift,Correlation Components Required?,Calculation Blank?,GB Test Type?,Limits Method,Temperature Components Required?,Means of Temperatures tested,Temperature Mean Shift (Min),Temperature Mean Shift (Max),NegDrift,PosDrift,Temperature Sigma Drift,Temperature Sigma Drift,Temperature Sigma Shift (Min),Temperature Sigma Shift (Max),Calculated Gage Components,Valid NegDrift,Valid PosDrift,EC Shift (Min),EC Shift (Max),Uncertainty GB (Min),Uncertainty GB (Max),Default Guardband (Min),Default Guardband (Max),Calculated Guardband (Min),Calculated Guardband (Max),Override Guardband (Min),Override Guardband (Max),Applied Guardband (Min),Applied Guardband (Max),Calc EC?,EC / QA Min (Output),EC / QA Max (Output),FT Min,FT Max,(For Calc Only) SPF (Min),(For Calc Only) SPF (Max),(For Calc Only) FT SPF (Min),(For Calc Only) FT SPF (Min),"QA
GBD
Flag",Population Sigmas Passed,Drift Sigmas Passed,Passed GBD by Method,QA CPK,FT CPK,FT CP Low,FT CP High,Yield Loss,,,Data Sheet Parameter,Notes,,Sigma T Max,Sigma T SPF Max,Sigma T,86,85,25,-40,-41,,Neg Mean Drift,Pos Mean Drift,Drift Temp,86,85,25,-40,-41
8045,Vih BCLK  -1 <> Vih BCLK,CHAR - EC w/GNG,-40,mV,1.05E+03,1.06E+03,6.651307,1.04E+03,1.07E+03,,FALSE,TRUE,0.999,0,1,0,6,6,1.01E+03,1.09E+03,1.01E+03,1.09E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,30.854,,Design,10.181,8.795,,,0.00%,,,,,,3.420549,0,-40,3.416326,3.420549,2.063141,0,5.93E-01,,,,-40,25.93672,25.7288,15.31527,0,-1.48E-02
8045,Vih BCLK  -1 <> Vih BCLK,CHAR - EC w/GNG,-41,mV,1.05E+03,1.06E+03,6.682587,1.04E+03,1.07E+03,,FALSE,TRUE,0.999,0,1,0,6,6,1.01E+03,1.09E+03,1.01E+03,1.09E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,30.707,,Design,10.133,8.754,,,0.00%,,,,,,3.467392,0,-41,3.452581,3.467392,2.114173,5.93E-01,0,,,,-41,25.9515,25.74358,15.33005,1.48E-02,0
8050,Vih LRCLK  -1 <> Vih LRCLK,PROD - EC,86,mV,1.03E+03,1.03E+03,4.628738,1.02E+03,1.04E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.00E+03,1.06E+03,1.00E+03,1.06E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,49.749,,Design,16.851,14.798,,,0.00%,,,,,,3.259907,0,86,0,5.97E-01,1.59668,3.259907,3.241343,,,,86,0,-2.33E-01,-10.47427,-26.71565,-26.69102
8050,Vih LRCLK  -1 <> Vih LRCLK,PROD - EC,85,mV,1.03E+03,1.03E+03,4.598607,1.02E+03,1.04E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.00E+03,1.06E+03,1.00E+03,1.06E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,50.025,,Design,16.946,14.879,,,0.00%,,,,,,3.301213,0,85,5.97E-01,0,1.617025,3.301213,3.284532,,,,85,2.33E-01,0,-10.2416,-26.48298,-26.45835
8050,Vih LRCLK  -1 <> Vih LRCLK,PROD - EC,25,mV,1.04E+03,1.04E+03,5.249299,1.03E+03,1.05E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.01E+03,1.07E+03,1.01E+03,1.07E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,41.873,,Design,14.152,12.345,,,0.00%,,,,,,1.969025,0,25,1.59668,1.617025,0,1.969025,1.935156,,,,25,10.47427,10.2416,0,-16.24138,-16.21675
8050,Vih LRCLK  -1 <> Vih LRCLK,PROD - EC,-40,mV,1.06E+03,1.06E+03,6.340182,1.04E+03,1.08E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.02E+03,1.09E+03,1.02E+03,1.09E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,32.107,,Design,10.82,9.328,,,0.00%,,,,,,3.301213,0,-40,3.259907,3.301213,1.969025,0,5.49E-01,,,,-40,26.71565,26.48298,16.24138,0,2.46E-02
8050,Vih LRCLK  -1 <> Vih LRCLK,PROD - EC,-41,mV,1.06E+03,1.06E+03,6.303871,1.04E+03,1.07E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.02E+03,1.09E+03,1.02E+03,1.09E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,32.295,,Design,10.885,9.384,,,0.00%,,,,,,3.284532,0,-41,3.241343,3.284532,1.935156,5.49E-01,0,,,,-41,26.69102,26.45835,16.21675,-2.46E-02,0
8055,Vih DIN  -1 <> Vih DIN,PROD - EC,86,mV,1.03E+03,1.03E+03,4.6232,1.01E+03,1.04E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.00E+03,1.06E+03,1.00E+03,1.06E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,50.082,,Design,16.964,14.908,,,0.00%,,,,,,3.241536,0,86,0,5.66E-01,1.544892,3.201941,3.241536,,,,86,0,-9.41E-02,-10.62828,-27.00266,-27.02237
8055,Vih DIN  -1 <> Vih DIN,PROD - EC,85,mV,1.03E+03,1.03E+03,4.704126,1.01E+03,1.04E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.00E+03,1.06E+03,1.00E+03,1.06E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,49.201,,Design,16.66,14.64,,,0.00%,,,,,,3.247963,0,85,5.66E-01,0,1.532568,3.221424,3.247963,,,,85,9.41E-02,0,-10.53422,-26.9086,-26.92831
8055,Vih DIN  -1 <> Vih DIN,PROD - EC,25,mV,1.04E+03,1.04E+03,5.357709,1.02E+03,1.05E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.01E+03,1.07E+03,1.01E+03,1.07E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,41.232,,Design,13.931,12.161,,,0.00%,,,,,,2.003052,0,25,1.544892,1.532568,0,1.974523,2.003052,,,,25,10.62828,10.53422,0,-16.37438,-16.39409
8055,Vih DIN  -1 <> Vih DIN,PROD - EC,-40,mV,1.06E+03,1.06E+03,6.473281,1.04E+03,1.07E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.02E+03,1.09E+03,1.02E+03,1.09E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,31.597,,Design,10.646,9.185,,,0.00%,,,,,,3.221424,0,-40,3.201941,3.221424,1.974523,0,5.35E-01,,,,-40,27.00266,26.9086,16.37438,0,-1.97E-02
8055,Vih DIN  -1 <> Vih DIN,PROD - EC,-41,mV,1.06E+03,1.06E+03,6.506165,1.04E+03,1.07E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.02E+03,1.09E+03,1.02E+03,1.09E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,31.434,,Design,10.59,9.136,,,0.00%,,,,,,3.247963,0,-41,3.241536,3.247963,2.003052,5.35E-01,0,,,,-41,27.02237,26.92831,16.39409,1.97E-02,0
8060,Vih WDT  -1 <> Vih WDT,PROD - EC,86,mV,1.02E+03,1.02E+03,4.797047,1.01E+03,1.04E+03,,FALSE,TRUE,1.001,0,1,0,6,6,993.9306,1.05E+03,994.9245,1.05E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,49.465,,Design,16.743,14.763,,,0.00%,,,,,,3.527009,0,86,0,6.14E-01,1.67488,3.517111,3.527009,,,,86,0,1.58E-01,-10.76496,-28.07038,-28.01126
8060,Vih WDT  -1 <> Vih WDT,PROD - EC,85,mV,1.02E+03,1.02E+03,4.790068,1.01E+03,1.04E+03,,FALSE,TRUE,1.001,0,1,0,6,6,993.814,1.05E+03,994.8079,1.05E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,49.57,,Design,16.779,14.796,,,0.00%,,,,,,3.548014,0,85,6.14E-01,0,1.677433,3.529211,3.548014,,,,85,-1.58E-01,0,-10.92337,-28.22879,-28.16968
8060,Vih WDT  -1 <> Vih WDT,PROD - EC,25,mV,1.03E+03,1.03E+03,5.625548,1.02E+03,1.05E+03,,FALSE,TRUE,1.001,0,1,0,6,6,999.7245,1.07E+03,1.00E+03,1.07E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,40.267,,Design,13.594,11.91,,,0.00%,,,,,,2.143006,0,25,1.67488,1.677433,0,2.137665,2.143006,,,,25,10.76496,10.92337,0,-17.30542,-17.24631
8060,Vih WDT  -1 <> Vih WDT,PROD - EC,-40,mV,1.05E+03,1.05E+03,6.81962,1.03E+03,1.07E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.01E+03,1.09E+03,1.01E+03,1.09E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,30.679,,Design,10.329,8.943,,,0.00%,,,,,,3.529211,0,-40,3.517111,3.529211,2.137665,0,5.77E-01,,,,-40,28.07038,28.22879,17.30542,0,5.91E-02
8060,Vih WDT  -1 <> Vih WDT,PROD - EC,-41,mV,1.05E+03,1.05E+03,6.839222,1.03E+03,1.07E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.01E+03,1.09E+03,1.01E+03,1.09E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,30.599,,Design,10.302,8.92,,,0.00%,,,,,,3.548014,0,-41,3.527009,3.548014,2.143006,5.77E-01,0,,,,-41,28.01126,28.16968,17.24631,-5.91E-02,0
8065,Vih MCLK  -1 <> Vih MCLK,PROD - EC,86,mV,1.03E+03,1.03E+03,4.970863,1.01E+03,1.04E+03,,FALSE,TRUE,1.001,0,1,0,6,6,995.9174,1.06E+03,996.9133,1.06E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,47.126,,Design,15.941,14.032,,,0.00%,,,,,,3.522313,0,86,0,6.28E-01,1.659335,3.459708,3.522313,,,,86,0,3.47E-02,-11.30668,-28.58255,-28.62195
8065,Vih MCLK  -1 <> Vih MCLK,PROD - EC,85,mV,1.03E+03,1.03E+03,4.939309,1.01E+03,1.04E+03,,FALSE,TRUE,1.001,0,1,0,6,6,996.0721,1.06E+03,997.0681,1.06E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,47.434,,Design,16.047,14.126,,,0.00%,,,,,,3.41868,0,85,6.28E-01,0,1.60655,3.343447,3.41868,,,,85,-3.47E-02,0,-11.34133,-28.6172,-28.65661
8065,Vih MCLK  -1 <> Vih MCLK,PROD - EC,25,mV,1.04E+03,1.04E+03,5.659269,1.02E+03,1.05E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.00E+03,1.07E+03,1.00E+03,1.07E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,39.396,,Design,13.299,11.625,,,0.00%,,,,,,2.072713,0,25,1.659335,1.60655,0,2.022827,2.072713,,,,25,11.30668,11.34133,0,-17.27587,-17.31528
8065,Vih MCLK  -1 <> Vih MCLK,PROD - EC,-40,mV,1.05E+03,1.05E+03,6.792013,1.04E+03,1.07E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.01E+03,1.10E+03,1.01E+03,1.10E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,30.282,,Design,10.196,8.804,,,0.00%,,,,,,3.459708,0,-40,3.459708,3.343447,2.022827,0,5.61E-01,,,,-40,28.58255,28.6172,17.27587,0,-3.94E-02
8065,Vih MCLK  -1 <> Vih MCLK,PROD - EC,-41,mV,1.05E+03,1.05E+03,6.865408,1.04E+03,1.07E+03,,FALSE,TRUE,1.001,0,1,0,6,6,1.01E+03,1.10E+03,1.01E+03,1.10E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,F,29.952,,Design,10.084,8.707,,,0.00%,,,,,,3.522313,0,-41,3.522313,3.41868,2.072713,5.61E-01,0,,,,-41,28.62195,28.65661,17.31528,3.94E-02,0
8070,Vih ADDR  -1 <> Vih ADDR,PROD - EC,86,mV,1.03E+03,1.03E+03,5.192458,1.02E+03,1.05E+03,,FALSE,TRUE,0.999,0,1,0,6,6,998.7858,1.06E+03,997.7871,1.06E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,44.306,,Design,14.567,12.798,,,0.00%,,,,,,3.280859,0,86,0,5.68E-01,1.569543,3.258988,3.280859,,,,86,0,-1.49E-01,-10.61606,-27.08404,-27.06433
8070,Vih ADDR  -1 <> Vih ADDR,PROD - EC,85,mV,1.03E+03,1.03E+03,5.110905,1.02E+03,1.05E+03,,FALSE,TRUE,0.999,0,1,0,6,6,999.4237,1.06E+03,998.4242,1.06E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,44.984,,Design,14.786,12.99,,,0.00%,,,,,,3.305118,0,85,5.68E-01,0,1.581133,3.279609,3.305118,,,,85,1.49E-01,0,-10.46755,-26.93552,-26.91582
8070,Vih ADDR  -1 <> Vih ADDR,PROD - EC,25,mV,1.04E+03,1.04E+03,5.909427,1.03E+03,1.06E+03,,FALSE,TRUE,0.999,0,1,0,6,6,1.01E+03,1.08E+03,1.00E+03,1.08E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,37.134,,Design,12.233,10.676,,,0.00%,,,,,,1.965299,0,25,1.569543,1.581133,0,1.94547,1.965299,,,,25,10.61606,10.46755,0,-16.46798,-16.44827
8070,Vih ADDR  -1 <> Vih ADDR,PROD - EC,-40,mV,1.06E+03,1.06E+03,7.08047,1.04E+03,1.08E+03,,FALSE,TRUE,0.999,0,1,0,6,6,1.01E+03,1.10E+03,1.01E+03,1.10E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,28.667,,Design,9.466,8.164,,,0.00%,,,,,,3.279609,0,-40,3.258988,3.279609,1.94547,0,5.26E-01,,,,-40,27.08404,26.93552,16.46798,0,1.97E-02
8070,Vih ADDR  -1 <> Vih ADDR,PROD - EC,-41,mV,1.06E+03,1.06E+03,7.105637,1.04E+03,1.08E+03,,FALSE,TRUE,0.999,0,1,0,6,6,1.01E+03,1.10E+03,1.01E+03,1.10E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,28.568,,Design,9.434,8.136,,,0.00%,,,,,,3.305118,0,-41,3.280859,3.305118,1.965299,5.26E-01,0,,,,-41,27.06433,26.91582,16.44827,-1.97E-02,0
8075,Vih SCL  -1 <> Vih SCL,PROD - EC,86,mV,1.05E+03,1.05E+03,4.146796,1.04E+03,1.06E+03,,FALSE,FALSE,0.9999,0,1,0,6,6,1.03E+03,1.07E+03,1.02E+03,1.07E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,50.669,,Design,16.859,14.613,,,0.00%,,,,,,2.000126,0,86,0,1.746725,1.857545,1.906159,2.000126,,,,86,0,-3.81E-01,-13.15327,-35.4784,-35.55229
8075,Vih SCL  -1 <> Vih SCL,PROD - EC,85,mV,1.05E+03,1.05E+03,4.022053,1.04E+03,1.06E+03,,FALSE,FALSE,0.9999,0,1,0,6,6,1.03E+03,1.07E+03,1.03E+03,1.07E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,52.146,,Design,17.349,15.034,,,0.00%,,,,,,1.979476,0,85,1.746725,0,1.831273,1.923951,1.979476,,,,85,3.81E-01,0,-12.77208,-35.0972,-35.1711
8075,Vih SCL  -1 <> Vih SCL,PROD - EC,25,mV,1.06E+03,1.06E+03,4.02203,1.05E+03,1.07E+03,,FALSE,FALSE,0.9999,0,1,0,6,6,1.04E+03,1.09E+03,1.04E+03,1.09E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,48.97,,Design,16.293,13.977,,,0.00%,,,,,,1.995891,0,25,1.857545,1.831273,0,1.843564,1.995891,,,,25,13.15327,12.77208,0,-22.32512,-22.39902
8075,Vih SCL  -1 <> Vih SCL,PROD - EC,-40,mV,1.09E+03,1.09E+03,4.176218,1.08E+03,1.10E+03,,FALSE,FALSE,0.9999,0,1,0,6,6,1.06E+03,1.11E+03,1.06E+03,1.11E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,41.817,,Design,13.914,11.684,,,0.00%,,,,,,1.923951,0,-40,1.906159,1.923951,1.843564,0,1.723305,,,,-40,35.4784,35.0972,22.32512,0,-7.39E-02
8075,Vih SCL  -1 <> Vih SCL,PROD - EC,-41,mV,1.09E+03,1.09E+03,4.088132,1.08E+03,1.10E+03,,FALSE,FALSE,0.9999,0,1,0,6,6,1.06E+03,1.11E+03,1.06E+03,1.11E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,42.7,,Design,14.207,11.929,,,0.00%,,,,,,2.000126,0,-41,2.000126,1.979476,1.995891,1.723305,0,,,,-41,35.55229,35.1711,22.39902,7.39E-02,0
8080,Vih SDA  -1 <> Vih SDA,PROD - EC,86,mV,1.06E+03,1.06E+03,4.292771,1.05E+03,1.07E+03,,TRUE,FALSE,1,0,1,0,6,6,1.03E+03,1.08E+03,1.03E+03,1.08E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,47.429,,Design,15.81,13.635,,,0.00%,,,,"-41c and 86c repeat data only has outliers, they were removed as false fails
",,1.872323,0,86,0,1.673536,1.850655,1.869942,1.872323,,,,86,0,-3.44E-02,-14.02187,-38.19522,-38.41878
8080,Vih SDA  -1 <> Vih SDA,PROD - EC,85,mV,1.06E+03,1.06E+03,4.125271,1.05E+03,1.07E+03,,TRUE,FALSE,1,0,1,0,6,6,1.03E+03,1.08E+03,1.03E+03,1.08E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,49.346,,Design,16.449,14.186,,,0.00%,,,,"-41c and 86c repeat data only has outliers, they were removed as false fails
",,1.692112,0,85,1.673536,0,1.629911,1.692112,1.607475,,,,85,3.44E-02,0,-13.98744,-38.16079,-38.38435
8080,Vih SDA  -1 <> Vih SDA,PROD - EC,25,mV,1.07E+03,1.07E+03,4.044126,1.06E+03,1.08E+03,,TRUE,FALSE,1,0,1,0,6,6,1.05E+03,1.09E+03,1.05E+03,1.09E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,46.878,,Design,15.626,13.318,,,0.00%,,,,"-41c and 86c repeat data only has outliers, they were removed as false fails
",,1.919512,0,25,1.850655,1.629911,0,1.919512,1.709466,,,,25,14.02187,13.98744,0,-24.17335,-24.39691
8080,Vih SDA  -1 <> Vih SDA,PROD - EC,-40,mV,1.09E+03,1.10E+03,4.379202,1.08E+03,1.11E+03,,TRUE,FALSE,1,0,1,0,6,6,1.07E+03,1.12E+03,1.07E+03,1.12E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,37.771,,Design,12.59,10.459,,,0.00%,,,,"-41c and 86c repeat data only has outliers, they were removed as false fails
",,1.919512,0,-40,1.869942,1.692112,1.919512,0,1.720825,,,,-40,38.19522,38.16079,24.17335,0,-2.24E-01
8080,Vih SDA  -1 <> Vih SDA,PROD - EC,-41,mV,1.09E+03,1.10E+03,4.376057,1.08E+03,1.11E+03,,TRUE,FALSE,1,0,1,0,6,6,1.07E+03,1.12E+03,1.07E+03,1.12E+03,700,1.80E+03,700,1.26E+03,700,1.26E+03,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,28,28,,,,,28,28,Use Input EC,700,1.26E+03,728,1.23E+03,,,,,P,37.747,,Design,12.582,10.449,,,0.00%,,,,"-41c and 86c repeat data only has outliers, they were removed as false fails
",,1.872323,0,-41,1.872323,1.607475,1.709466,1.720825,0,,,,-41,38.41878,38.38435,24.39691,2.24E-01,0
