Test #,Test Name,Test Type,Temp,Unit,Mean,Median,Standard Deviation,Min,Max,,Default Scales?,Process Dependent,Scale (Down),Offset (Down),Scale (Up),Offset (Up),N Sigma (Down),N Sigma (Up),GBD No Scale Min,GBD No Scale Max,GBD Min,GBD Max,EC/QA Low Limit (from tester),EC/QA High Limit (from tester),EC/QA Low Limit (Override),EC/QA High Limit (Override),EC / QA Min (Input),EC / QA Max (Input),GB Type,Tester Accuracy,HW Component Accuracy,T2T Gage or Combined Gage Sigma,B2B Gage Sigma,Correlation Target,Correlation Delta Min,Correlation Delta Max,Insertion Repeatability,Supply Mean Shift,Correlation Components Required?,Calculation Blank?,GB Test Type?,Limits Method,Temperature Components Required?,Means of Temperatures tested,Temperature Mean Shift (Min),Temperature Mean Shift (Max),NegDrift,PosDrift,Temperature Sigma Drift,Temperature Sigma Drift,Temperature Sigma Shift (Min),Temperature Sigma Shift (Max),Calculated Gage Components,Valid NegDrift,Valid PosDrift,EC Shift (Min),EC Shift (Max),Uncertainty GB (Min),Uncertainty GB (Max),Default Guardband (Min),Default Guardband (Max),Calculated Guardband (Min),Calculated Guardband (Max),Override Guardband (Min),Override Guardband (Max),Applied Guardband (Min),Applied Guardband (Max),Calc EC?,EC / QA Min (Output),EC / QA Max (Output),FT Min,FT Max,(For Calc Only) SPF (Min),(For Calc Only) SPF (Max),(For Calc Only) FT SPF (Min),(For Calc Only) FT SPF (Min),"QA
GBD
Flag",Population Sigmas Passed,Drift Sigmas Passed,Passed GBD by Method,QA CPK,FT CPK,FT CP Low,FT CP High,Yield Loss,,,Data Sheet Parameter,Notes,,Sigma T Max,Sigma T SPF Max,Sigma T,86,85,25,-40,-41,,Neg Mean Drift,Pos Mean Drift,Drift Temp,86,85,25,-40,-41
12000,Sidense_PostLockBit  -1 <> Sidense_PostLockBit,PROD - EC,-40,,1,1,0,1,1,,TRUE,TRUE,1,0,1,0,6,6,1,1,1,1,1,1,1,1,1,1,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,1,1,1,1,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-40,0,0,0,0,0,,,,-40,0,0,0,0,0
12000,Sidense_PostLockBit  -1 <> Sidense_PostLockBit,PROD - EC,-41,,1,1,0,1,1,,TRUE,TRUE,1,0,1,0,6,6,1,1,1,1,1,1,1,1,1,1,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,1,1,1,1,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-41,0,0,0,0,0,,,,-41,0,0,0,0,0
13000,IVFE_TEST_0_Readback  -1 <> IVFE_TEST_0_Readback,PROD - EC,86,Code,0,0,0,0,0,,TRUE,TRUE,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,0,0,0,0,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,86,0,0,0,0,0,,,,86,0,0,0,0,0
13000,IVFE_TEST_0_Readback  -1 <> IVFE_TEST_0_Readback,PROD - EC,85,Code,0,0,0,0,0,,TRUE,TRUE,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,0,0,0,0,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,85,0,0,0,0,0,,,,85,0,0,0,0,0
13000,IVFE_TEST_0_Readback  -1 <> IVFE_TEST_0_Readback,PROD - EC,25,Code,0,0,0,0,0,,TRUE,TRUE,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,0,0,0,0,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,25,0,0,0,0,0,,,,25,0,0,0,0,0
13000,IVFE_TEST_0_Readback  -1 <> IVFE_TEST_0_Readback,PROD - EC,-40,Code,0,0,0,0,0,,TRUE,TRUE,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,0,0,0,0,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-40,0,0,0,0,0,,,,-40,0,0,0,0,0
13000,IVFE_TEST_0_Readback  -1 <> IVFE_TEST_0_Readback,PROD - EC,-41,Code,0,0,0,0,0,,TRUE,TRUE,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,0,0,0,0,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-41,0,0,0,0,0,,,,-41,0,0,0,0,0
13037,DAC_TEST_1_Readback  -1 <> DAC_TEST_1_Readback,PROD - EC,86,Code,9,9,0,9,9,,TRUE,FALSE,1,0,1,0,6,6,9,9,9,9,9,9,9,9,9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,9,9,9,9,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,86,0,0,0,0,0,,,,86,0,0,0,0,0
13037,DAC_TEST_1_Readback  -1 <> DAC_TEST_1_Readback,PROD - EC,85,Code,9,9,0,9,9,,TRUE,FALSE,1,0,1,0,6,6,9,9,9,9,9,9,9,9,9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,9,9,9,9,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,85,0,0,0,0,0,,,,85,0,0,0,0,0
13037,DAC_TEST_1_Readback  -1 <> DAC_TEST_1_Readback,PROD - EC,25,Code,9,9,0,9,9,,TRUE,FALSE,1,0,1,0,6,6,9,9,9,9,9,9,9,9,9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,9,9,9,9,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,25,0,0,0,0,0,,,,25,0,0,0,0,0
13037,DAC_TEST_1_Readback  -1 <> DAC_TEST_1_Readback,PROD - EC,-40,Code,9,9,0,9,9,,TRUE,FALSE,1,0,1,0,6,6,9,9,9,9,9,9,9,9,9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,9,9,9,9,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-40,0,0,0,0,0,,,,-40,0,0,0,0,0
13037,DAC_TEST_1_Readback  -1 <> DAC_TEST_1_Readback,PROD - EC,-41,Code,9,9,0,9,9,,TRUE,FALSE,1,0,1,0,6,6,9,9,9,9,9,9,9,9,9,9,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,9,9,9,9,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-41,0,0,0,0,0,,,,-41,0,0,0,0,0
13001,TEST_OSC_TRIM_Readback  -1 <> TEST_OSC_TRIM_Readback,PROD - EC,86,Code,114.9059,119,23.54621,0,127,,TRUE,TRUE,1,0,1,0,6,6,-26.37131,256.1832,-26.37131,256.1832,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,114.9059,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.88,,FAIL,1.627,1.446,,,0.00%,,,,,,0,0,86,0,0,0,0,0,,,,86,0,9.39E-03,9.39E-03,9.39E-03,9.39E-03
13001,TEST_OSC_TRIM_Readback  -1 <> TEST_OSC_TRIM_Readback,PROD - EC,85,Code,114.8966,119,23.48823,0,127,,TRUE,TRUE,1,0,1,0,6,6,-26.03286,255.826,-26.03286,255.826,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,114.8966,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.892,,FAIL,1.631,1.45,,,0.00%,,,,,,0,0,85,0,0,0,0,0,,,,85,-9.39E-03,0,0,0,0
13001,TEST_OSC_TRIM_Readback  -1 <> TEST_OSC_TRIM_Readback,PROD - EC,25,Code,114.8966,119,23.48823,0,127,,TRUE,TRUE,1,0,1,0,6,6,-26.03286,255.826,-26.03286,255.826,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,114.8966,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.892,,FAIL,1.631,1.45,,,0.00%,,,,,,0,0,25,0,0,0,0,0,,,,25,-9.39E-03,0,0,0,0
13001,TEST_OSC_TRIM_Readback  -1 <> TEST_OSC_TRIM_Readback,PROD - EC,-40,Code,114.8966,119,23.48823,0,127,,TRUE,TRUE,1,0,1,0,6,6,-26.03286,255.826,-26.03286,255.826,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,114.8966,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.892,,FAIL,1.631,1.45,,,0.00%,,,,,,0,0,-40,0,0,0,0,0,,,,-40,-9.39E-03,0,0,0,0
13001,TEST_OSC_TRIM_Readback  -1 <> TEST_OSC_TRIM_Readback,PROD - EC,-41,Code,114.8966,119,23.48823,0,127,,TRUE,TRUE,1,0,1,0,6,6,-26.03286,255.826,-26.03286,255.826,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,114.8966,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.892,,FAIL,1.631,1.45,,,0.00%,,,,,,0,0,-41,0,0,0,0,0,,,,-41,-9.39E-03,0,0,0,0
13002,TEST_SPK_2_Readback  -1 <> TEST_SPK_2_Readback,PROD - EC,86,Code,4,4,0,4,4,,TRUE,TRUE,1,0,1,0,6,6,4,4,4,4,4,4,4,4,4,4,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,4,4,4,4,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,86,0,0,0,0,0,,,,86,0,0,0,0,0
13002,TEST_SPK_2_Readback  -1 <> TEST_SPK_2_Readback,PROD - EC,85,Code,4,4,0,4,4,,TRUE,TRUE,1,0,1,0,6,6,4,4,4,4,4,4,4,4,4,4,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,4,4,4,4,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,85,0,0,0,0,0,,,,85,0,0,0,0,0
13002,TEST_SPK_2_Readback  -1 <> TEST_SPK_2_Readback,PROD - EC,25,Code,4,4,0,4,4,,TRUE,TRUE,1,0,1,0,6,6,4,4,4,4,4,4,4,4,4,4,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,4,4,4,4,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,25,0,0,0,0,0,,,,25,0,0,0,0,0
13002,TEST_SPK_2_Readback  -1 <> TEST_SPK_2_Readback,PROD - EC,-40,Code,4,4,0,4,4,,TRUE,TRUE,1,0,1,0,6,6,4,4,4,4,4,4,4,4,4,4,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,4,4,4,4,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-40,0,0,0,0,0,,,,-40,0,0,0,0,0
13002,TEST_SPK_2_Readback  -1 <> TEST_SPK_2_Readback,PROD - EC,-41,Code,4,4,0,4,4,,TRUE,TRUE,1,0,1,0,6,6,4,4,4,4,4,4,4,4,4,4,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,4,4,4,4,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-41,0,0,0,0,0,,,,-41,0,0,0,0,0
13003,TEST_SPK_OFFSET_TRIM_Readback  -1 <> TEST_SPK_OFFSET_TRIM_Readback,PROD - EC,86,Code,13.55446,10.5,14.72364,0,74,,TRUE,TRUE,1,0,1,0,6,6,-74.78739,101.8963,-74.78739,101.8963,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,13.55446,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,9.21E-01,,FAIL,3.07E-01,1.82E-02,,,47.82%,,,,,,0,0,86,0,0,0,0,0,,,,86,0,7.66E-03,7.66E-03,7.66E-03,7.66E-03
13003,TEST_SPK_OFFSET_TRIM_Readback  -1 <> TEST_SPK_OFFSET_TRIM_Readback,PROD - EC,85,Code,13.5468,11,14.68756,0,74,,TRUE,TRUE,1,0,1,0,6,6,-74.57853,101.6721,-74.57853,101.6721,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,13.5468,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,9.22E-01,,FAIL,3.07E-01,1.81E-02,,,47.84%,,,,,,0,0,85,0,0,0,0,0,,,,85,-7.66E-03,0,0,0,0
13003,TEST_SPK_OFFSET_TRIM_Readback  -1 <> TEST_SPK_OFFSET_TRIM_Readback,PROD - EC,25,Code,13.5468,11,14.68756,0,74,,TRUE,TRUE,1,0,1,0,6,6,-74.57853,101.6721,-74.57853,101.6721,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,13.5468,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,9.22E-01,,FAIL,3.07E-01,1.81E-02,,,47.84%,,,,,,0,0,25,0,0,0,0,0,,,,25,-7.66E-03,0,0,0,0
13003,TEST_SPK_OFFSET_TRIM_Readback  -1 <> TEST_SPK_OFFSET_TRIM_Readback,PROD - EC,-40,Code,13.5468,11,14.68756,0,74,,TRUE,TRUE,1,0,1,0,6,6,-74.57853,101.6721,-74.57853,101.6721,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,13.5468,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,9.22E-01,,FAIL,3.07E-01,1.81E-02,,,47.84%,,,,,,0,0,-40,0,0,0,0,0,,,,-40,-7.66E-03,0,0,0,0
13003,TEST_SPK_OFFSET_TRIM_Readback  -1 <> TEST_SPK_OFFSET_TRIM_Readback,PROD - EC,-41,Code,13.5468,11,14.68756,0,74,,TRUE,TRUE,1,0,1,0,6,6,-74.57853,101.6721,-74.57853,101.6721,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,13.5468,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,9.22E-01,,FAIL,3.07E-01,1.81E-02,,,47.84%,,,,,,0,0,-41,0,0,0,0,0,,,,-41,-7.66E-03,0,0,0,0
13004,TEST_SPK_OFFSET_TRIM2_Readback  -1 <> TEST_SPK_OFFSET_TRIM2_Readback,PROD - EC,86,Code,21.96535,22,5.381356,6,37,,TRUE,TRUE,1,0,1,0,6,6,-10.32279,54.25348,-10.32279,54.25348,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,21.96535,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.082,,FAIL,1.361,5.71E-01,,,4.34%,,,,,,0,0,86,0,0,0,0,0,,,,86,0,-2.48E-02,-2.48E-02,-2.48E-02,-2.48E-02
13004,TEST_SPK_OFFSET_TRIM2_Readback  -1 <> TEST_SPK_OFFSET_TRIM2_Readback,PROD - EC,85,Code,21.99015,22,5.379637,6,37,,TRUE,TRUE,1,0,1,0,6,6,-10.28768,54.26797,-10.28768,54.26797,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,21.99015,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.088,,FAIL,1.363,5.73E-01,,,4.29%,,,,,,0,0,85,0,0,0,0,0,,,,85,2.48E-02,0,0,0,0
13004,TEST_SPK_OFFSET_TRIM2_Readback  -1 <> TEST_SPK_OFFSET_TRIM2_Readback,PROD - EC,25,Code,21.99015,22,5.379637,6,37,,TRUE,TRUE,1,0,1,0,6,6,-10.28768,54.26797,-10.28768,54.26797,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,21.99015,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.088,,FAIL,1.363,5.73E-01,,,4.29%,,,,,,0,0,25,0,0,0,0,0,,,,25,2.48E-02,0,0,0,0
13004,TEST_SPK_OFFSET_TRIM2_Readback  -1 <> TEST_SPK_OFFSET_TRIM2_Readback,PROD - EC,-40,Code,21.99015,22,5.379637,6,37,,TRUE,TRUE,1,0,1,0,6,6,-10.28768,54.26797,-10.28768,54.26797,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,21.99015,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.088,,FAIL,1.363,5.73E-01,,,4.29%,,,,,,0,0,-40,0,0,0,0,0,,,,-40,2.48E-02,0,0,0,0
13004,TEST_SPK_OFFSET_TRIM2_Readback  -1 <> TEST_SPK_OFFSET_TRIM2_Readback,PROD - EC,-41,Code,21.99015,22,5.379637,6,37,,TRUE,TRUE,1,0,1,0,6,6,-10.28768,54.26797,-10.28768,54.26797,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,21.99015,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,4.088,,FAIL,1.363,5.73E-01,,,4.29%,,,,,,0,0,-41,0,0,0,0,0,,,,-41,2.48E-02,0,0,0,0
13005,TEST_SPK_3_Readback  -1 <> TEST_SPK_3_Readback,PROD - EC,86,Code,20.71287,21,4.54E-01,20,21,,TRUE,TRUE,1,0,1,0,6,6,17.99159,23.43415,17.99159,23.43415,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,45.669,,Design,15.223,5.852,,,0.00%,,,,,,0,0,86,0,0,0,0,0,,,,86,0,3.51E-03,3.51E-03,3.51E-03,3.51E-03
13005,TEST_SPK_3_Readback  -1 <> TEST_SPK_3_Readback,PROD - EC,85,Code,20.70936,21,4.55E-01,20,21,,TRUE,TRUE,1,0,1,0,6,6,17.97828,23.44044,17.97828,23.44044,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,45.497,,Design,15.166,5.829,,,0.00%,,,,,,0,0,85,0,0,0,0,0,,,,85,-3.51E-03,0,0,0,0
13005,TEST_SPK_3_Readback  -1 <> TEST_SPK_3_Readback,PROD - EC,25,Code,20.70936,21,4.55E-01,20,21,,TRUE,TRUE,1,0,1,0,6,6,17.97828,23.44044,17.97828,23.44044,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,45.497,,Design,15.166,5.829,,,0.00%,,,,,,0,0,25,0,0,0,0,0,,,,25,-3.51E-03,0,0,0,0
13005,TEST_SPK_3_Readback  -1 <> TEST_SPK_3_Readback,PROD - EC,-40,Code,20.70936,21,4.55E-01,20,21,,TRUE,TRUE,1,0,1,0,6,6,17.97828,23.44044,17.97828,23.44044,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,45.497,,Design,15.166,5.829,,,0.00%,,,,,,0,0,-40,0,0,0,0,0,,,,-40,-3.51E-03,0,0,0,0
13005,TEST_SPK_3_Readback  -1 <> TEST_SPK_3_Readback,PROD - EC,-41,Code,20.70936,21,4.55E-01,20,21,,TRUE,TRUE,1,0,1,0,6,6,17.97828,23.44044,17.97828,23.44044,0,255,0,255,0,255,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,,0,0,,,0,0,0,0,0,,,0,0,,,12.75,12.75,,,,,12.75,12.75,Use Input EC,0,255,12.75,242.25,,,,,F,45.497,,Design,15.166,5.829,,,0.00%,,,,,,0,0,-41,0,0,0,0,0,,,,-41,-3.51E-03,0,0,0,0
13006,TEST_BOOST_1_Readback  -1 <> TEST_BOOST_1_Readback,PROD - EC,86,Code,0,0,0,0,0,,TRUE,TRUE,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,0,0,0,0,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,86,0,0,0,0,0,,,,86,0,0,0,0,0
13006,TEST_BOOST_1_Readback  -1 <> TEST_BOOST_1_Readback,PROD - EC,85,Code,0,0,0,0,0,,TRUE,TRUE,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,0,0,0,0,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,85,0,0,0,0,0,,,,85,0,0,0,0,0
13006,TEST_BOOST_1_Readback  -1 <> TEST_BOOST_1_Readback,PROD - EC,25,Code,0,0,0,0,0,,TRUE,TRUE,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,0,0,0,0,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,25,0,0,0,0,0,,,,25,0,0,0,0,0
13006,TEST_BOOST_1_Readback  -1 <> TEST_BOOST_1_Readback,PROD - EC,-40,Code,0,0,0,0,0,,TRUE,TRUE,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,0,0,0,0,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-40,0,0,0,0,0,,,,-40,0,0,0,0,0
13006,TEST_BOOST_1_Readback  -1 <> TEST_BOOST_1_Readback,PROD - EC,-41,Code,0,0,0,0,0,,TRUE,TRUE,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,0,0,0,0,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,-41,0,0,0,0,0,,,,-41,0,0,0,0,0
13007,TEST_BOOST_2_Readback  -1 <> TEST_BOOST_2_Readback,PROD - EC,86,Code,17,17,0,17,17,,TRUE,TRUE,1,0,1,0,6,6,17,17,17,17,17,17,17,17,17,17,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,17,17,17,17,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,86,0,0,0,0,0,,,,86,0,0,0,0,0
13007,TEST_BOOST_2_Readback  -1 <> TEST_BOOST_2_Readback,PROD - EC,85,Code,17,17,0,17,17,,TRUE,TRUE,1,0,1,0,6,6,17,17,17,17,17,17,17,17,17,17,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,17,17,17,17,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,85,0,0,0,0,0,,,,85,0,0,0,0,0
13007,TEST_BOOST_2_Readback  -1 <> TEST_BOOST_2_Readback,PROD - EC,25,Code,17,17,0,17,17,,TRUE,TRUE,1,0,1,0,6,6,17,17,17,17,17,17,17,17,17,17,Both,,,,,,,,,,FALSE,TRUE,TRUE,Guaranteed By Design,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,Use Input EC,17,17,17,17,,,,,F,n/a,,,n/a,n/a,,,n/a,,,,,,0,0,25,0,0,0,0,0,,,,25,0,0,0,0,0
